Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month Name,Quarter,Day Name,Profit Margin
2023-09-22,Keyboard,Accessories,South,7,2352,256.4,2023,9,September,3,Friday,10.901360544217686
2024-08-29,Smartwatch,Electronics,North,9,1638,183.75,2024,8,August,3,Thursday,11.21794871794872
2023-11-18,Camera,Electronics,North,6,7164,1442.72,2023,11,November,4,Saturday,20.13847012841988
2023-09-12,Mouse,Accessories,East,1,205,54.54,2023,9,September,3,Tuesday,26.60487804878049
2023-05-26,Keyboard,Accessories,North,2,766,49.23,2023,5,May,2,Friday,6.426892950391644
2023-04-30,Keyboard,Accessories,North,1,168,17.84,2023,4,April,2,Sunday,10.61904761904762
2024-11-01,Mouse,Accessories,South,1,1058,207.55,2024,11,November,4,Friday,19.617202268431004
2022-05-06,Keyboard,Accessories,South,5,1455,423.81,2022,5,May,2,Friday,29.12783505154639
2023-05-10,Camera,Electronics,East,2,2224,364.04,2023,5,May,2,Wednesday,16.368705035971225
2022-11-04,Smartphone,Electronics,West,7,1400,80.49,2022,11,November,4,Friday,5.749285714285714
2022-05-09,Smartphone,Electronics,East,7,7567,2213.18,2022,5,May,2,Monday,29.24778644112594
2022-11-07,Tablet,Electronics,East,6,3396,987.68,2022,11,November,4,Monday,29.083627797408717
2023-08-11,Smartwatch,Electronics,East,2,704,135.63,2023,8,August,3,Friday,19.265625
2024-10-21,Tablet,Electronics,East,9,7767,2172.19,2024,10,October,4,Monday,27.966911291360887
2024-10-06,Mouse,Accessories,West,5,2050,157.13,2024,10,October,4,Sunday,7.664878048780488
2023-08-08,Monitor,Accessories,North,9,10458,2799.48,2023,8,August,3,Tuesday,26.76878944348824
2022-01-19,Camera,Electronics,South,4,4700,619.26,2022,1,January,1,Wednesday,13.175744680851064
2024-04-30,Smartphone,Electronics,North,2,892,222.51,2024,4,April,2,Tuesday,24.94506726457399
2023-12-26,Laptop,Electronics,East,8,6968,1479.09,2023,12,December,4,Tuesday,21.22689437428243
2024-04-07,Laptop,Electronics,North,7,1344,300.88,2024,4,April,2,Sunday,22.38690476190476
2022-10-18,Camera,Electronics,West,1,354,65.99,2022,10,October,4,Tuesday,18.641242937853107
2024-04-21,Monitor,Accessories,South,3,3051,662.23,2024,4,April,2,Sunday,21.705342510652244
2024-03-26,Camera,Electronics,South,3,402,106.87,2024,3,March,1,Tuesday,26.58457711442786
2022-10-31,Monitor,Accessories,North,5,3570,517.82,2022,10,October,4,Monday,14.504761904761908
2023-03-03,Keyboard,Accessories,North,7,3829,876.35,2023,3,March,1,Friday,22.88717680856621
2023-02-03,Mouse,Accessories,North,7,4676,242.64,2023,2,February,1,Friday,5.189050470487596
2023-04-15,Keyboard,Accessories,East,3,1119,317.36,2023,4,April,2,Saturday,28.36103663985702
2023-05-09,Smartphone,Electronics,East,4,4228,764.3,2023,5,May,2,Tuesday,18.077105014191105
2022-01-02,Headphones,Accessories,North,8,1240,251.2,2022,1,January,1,Sunday,20.258064516129032
2024-11-28,Keyboard,Accessories,North,9,3591,342.18,2024,11,November,4,Thursday,9.528822055137844
2022-02-05,Printer,Office,West,8,3952,451.08,2022,2,February,1,Saturday,11.413967611336032
2024-06-05,Keyboard,Accessories,South,6,3648,1050.08,2024,6,June,2,Wednesday,28.78508771929824
2024-11-15,Monitor,Accessories,North,5,3875,768.74,2024,11,November,4,Friday,19.838451612903228
2023-11-13,Smartwatch,Electronics,West,8,3416,478.9,2023,11,November,4,Monday,14.019320843091334
2022-02-19,Tablet,Electronics,West,1,908,222.58,2022,2,February,1,Saturday,24.51321585903084
2024-05-06,Headphones,Accessories,South,4,4532,987.32,2024,5,May,2,Monday,21.785525154457197
2023-08-04,Headphones,Accessories,East,4,4168,650.15,2023,8,August,3,Friday,15.598608445297504
2023-09-23,Laptop,Electronics,North,3,3543,941.37,2023,9,September,3,Saturday,26.56985605419137
2024-09-14,Laptop,Electronics,East,6,5124,1078.57,2024,9,September,3,Saturday,21.049375487900075
2023-03-17,Smartwatch,Electronics,South,9,5751,1196.23,2023,3,March,1,Friday,20.800382542166577
2023-09-29,Camera,Electronics,East,2,624,139.64,2023,9,September,3,Friday,22.378205128205124
2023-12-01,Camera,Electronics,South,1,508,151.29,2023,12,December,4,Friday,29.78149606299213
2023-09-13,Headphones,Accessories,South,4,4700,914.6,2023,9,September,3,Wednesday,19.459574468085105
2022-03-14,Keyboard,Accessories,West,8,3216,639.78,2022,3,March,1,Monday,19.893656716417908
2023-07-15,Laptop,Electronics,West,6,2844,581.0,2023,7,July,3,Saturday,20.428973277074544
2022-05-29,Smartphone,Electronics,West,5,2385,258.6,2022,5,May,2,Sunday,10.842767295597486
2023-01-16,Monitor,Accessories,South,8,928,170.05,2023,1,January,1,Monday,18.32435344827586
2023-09-06,Headphones,Accessories,North,6,4656,673.35,2023,9,September,3,Wednesday,14.461984536082475
2023-03-29,Headphones,Accessories,North,2,330,21.46,2023,3,March,1,Wednesday,6.503030303030304
2023-11-01,Camera,Electronics,North,7,1799,274.11,2023,11,November,4,Wednesday,15.236798221234018
2022-08-25,Printer,Office,East,1,1029,173.61,2022,8,August,3,Thursday,16.87172011661808
2022-12-30,Headphones,Accessories,North,8,5432,1619.39,2022,12,December,4,Friday,29.812039764359355
2024-09-04,Camera,Electronics,West,5,5785,1191.11,2024,9,September,3,Wednesday,20.58962834917891
2024-01-08,Printer,Office,North,1,1062,272.42,2024,1,January,1,Monday,25.65160075329567
2022-12-27,Keyboard,Accessories,North,1,163,22.07,2022,12,December,4,Tuesday,13.539877300613496
2024-04-14,Smartphone,Electronics,West,9,9162,1625.62,2024,4,April,2,Sunday,17.743069198864873
2023-02-10,Printer,Office,East,4,1440,130.24,2023,2,February,1,Friday,9.044444444444446
2023-07-15,Monitor,Accessories,South,5,1465,149.62,2023,7,July,3,Saturday,10.21296928327645
2024-10-27,Monitor,Accessories,West,2,366,31.23,2024,10,October,4,Sunday,8.532786885245901
2024-07-19,Camera,Electronics,South,5,3135,277.28,2024,7,July,3,Friday,8.844657097288676
2024-03-03,Keyboard,Accessories,North,2,630,161.04,2024,3,March,1,Sunday,25.56190476190476
2024-04-12,Monitor,Accessories,South,1,213,42.94,2024,4,April,2,Friday,20.159624413145536
2024-06-20,Monitor,Accessories,North,4,3792,1092.85,2024,6,June,2,Thursday,28.819883966244724
2023-06-21,Mouse,Accessories,East,2,1932,109.07,2023,6,June,2,Wednesday,5.645445134575569
2023-01-25,Keyboard,Accessories,West,4,4152,317.28,2023,1,January,1,Wednesday,7.6416184971098255
2024-02-17,Smartphone,Electronics,North,7,3612,529.57,2024,2,February,1,Saturday,14.661406423034332
2024-09-09,Smartphone,Electronics,East,2,2258,280.76,2024,9,September,3,Monday,12.434012400354296
2022-07-09,Camera,Electronics,South,3,594,47.73,2022,7,July,3,Saturday,8.035353535353535
2023-09-01,Headphones,Accessories,West,7,8071,1799.06,2023,9,September,3,Friday,22.290422500309752
2024-03-30,Keyboard,Accessories,North,7,5838,631.45,2024,3,March,1,Saturday,10.816204179513534
2024-12-22,Keyboard,Accessories,North,4,692,181.31,2024,12,December,4,Sunday,26.20086705202312
2024-09-08,Keyboard,Accessories,South,3,1704,309.06,2024,9,September,3,Sunday,18.13732394366197
2023-01-21,Printer,Office,South,5,3235,941.24,2023,1,January,1,Saturday,29.09551777434312
2023-10-12,Mouse,Accessories,East,6,4746,545.57,2023,10,October,4,Thursday,11.495364517488412
2022-08-01,Smartwatch,Electronics,South,8,7600,788.88,2022,8,August,3,Monday,10.38
2023-11-03,Smartphone,Electronics,West,5,1935,128.01,2023,11,November,4,Friday,6.615503875968992
2023-12-04,Laptop,Electronics,North,3,1638,306.29,2023,12,December,4,Monday,18.6990231990232
2023-06-30,Keyboard,Accessories,West,7,4746,816.6,2023,6,June,2,Friday,17.20606826801517
2023-02-01,Smartphone,Electronics,North,8,4824,1187.93,2023,2,February,1,Wednesday,24.625414593698174
2022-05-09,Camera,Electronics,South,1,1193,153.72,2022,5,May,2,Monday,12.885163453478626
2023-12-16,Laptop,Electronics,East,2,562,92.94,2023,12,December,4,Saturday,16.537366548042705
2022-03-20,Smartphone,Electronics,North,8,6200,1296.84,2022,3,March,1,Sunday,20.916774193548385
2024-07-28,Printer,Office,North,8,4128,315.48,2024,7,July,3,Sunday,7.642441860465117
2022-03-28,Printer,Office,East,5,5405,326.56,2022,3,March,1,Monday,6.041813135985199
2024-11-06,Laptop,Electronics,North,3,1371,104.66,2024,11,November,4,Wednesday,7.633843909555068
2023-01-01,Keyboard,Accessories,West,5,1405,194.33,2023,1,January,1,Sunday,13.831316725978647
2023-03-18,Keyboard,Accessories,North,3,1644,158.32,2023,3,March,1,Saturday,9.630170316301705
2024-09-18,Mouse,Accessories,West,6,3414,396.92,2024,9,September,3,Wednesday,11.626244874048036
2024-08-19,Laptop,Electronics,East,8,3272,674.57,2024,8,August,3,Monday,20.61644254278729
2022-06-18,Smartphone,Electronics,North,3,2655,646.91,2022,6,June,2,Saturday,24.36572504708098
2022-05-29,Smartwatch,Electronics,West,7,1673,458.32,2022,5,May,2,Sunday,27.395098625224147
2022-06-09,Tablet,Electronics,East,2,846,145.09,2022,6,June,2,Thursday,17.150118203309695
2023-05-03,Smartphone,Electronics,East,1,985,196.64,2023,5,May,2,Wednesday,19.963451776649745
2023-11-17,Smartwatch,Electronics,North,9,7551,894.4,2023,11,November,4,Friday,11.844788769699376
2022-02-08,Tablet,Electronics,North,5,855,217.16,2022,2,February,1,Tuesday,25.398830409356727
2023-10-23,Camera,Electronics,South,2,396,94.55,2023,10,October,4,Monday,23.876262626262623
2022-08-24,Tablet,Electronics,West,8,2296,560.48,2022,8,August,3,Wednesday,24.411149825783973
2024-05-09,Monitor,Accessories,North,6,1704,199.94,2024,5,May,2,Thursday,11.73356807511737
2023-03-12,Smartphone,Electronics,East,2,1180,261.16,2023,3,March,1,Sunday,22.13220338983051
2022-10-05,Smartphone,Electronics,East,3,411,55.73,2022,10,October,4,Wednesday,13.559610705596109
2022-01-19,Mouse,Accessories,East,1,745,151.22,2022,1,January,1,Wednesday,20.29798657718121
2022-05-09,Printer,Office,West,9,10656,961.3,2022,5,May,2,Monday,9.02120870870871
2024-05-23,Mouse,Accessories,South,3,1494,178.5,2024,5,May,2,Thursday,11.947791164658634
2024-07-11,Camera,Electronics,South,5,1755,358.01,2024,7,July,3,Thursday,20.3994301994302
2022-08-22,Camera,Electronics,South,9,4941,894.52,2022,8,August,3,Monday,18.104027524792556
2024-11-03,Smartwatch,Electronics,North,6,6510,1539.18,2024,11,November,4,Sunday,23.643317972350232
2024-10-11,Smartphone,Electronics,South,5,5465,719.92,2024,10,October,4,Friday,13.173284537968891
2024-11-09,Tablet,Electronics,South,3,3522,285.91,2024,11,November,4,Saturday,8.117830777967065
2024-04-01,Tablet,Electronics,West,6,1656,139.86,2024,4,April,2,Monday,8.445652173913045
2022-07-07,Printer,Office,North,5,1255,257.15,2022,7,July,3,Thursday,20.490039840637447
2023-06-10,Keyboard,Accessories,East,1,1192,320.13,2023,6,June,2,Saturday,26.856543624161077
2023-05-15,Tablet,Electronics,West,5,1925,204.74,2023,5,May,2,Monday,10.635844155844158
2022-06-08,Tablet,Electronics,West,8,1688,337.33,2022,6,June,2,Wednesday,19.98400473933649
2023-06-26,Headphones,Accessories,South,1,260,16.81,2023,6,June,2,Monday,6.465384615384615
2022-01-19,Monitor,Accessories,West,5,4880,1250.66,2022,1,January,1,Wednesday,25.628278688524592
2024-04-10,Keyboard,Accessories,West,7,1134,179.74,2024,4,April,2,Wednesday,15.850088183421516
2022-06-10,Laptop,Electronics,North,9,9621,1201.29,2022,6,June,2,Friday,12.486124103523542
2023-02-03,Monitor,Accessories,South,4,2836,698.83,2023,2,February,1,Friday,24.641396332863188
2023-05-15,Printer,Office,North,9,5859,1153.89,2023,5,May,2,Monday,19.69431643625192
2022-09-11,Smartwatch,Electronics,South,2,2044,460.03,2022,9,September,3,Sunday,22.506360078277883
2023-07-01,Monitor,Accessories,South,1,612,174.52,2023,7,July,3,Saturday,28.516339869281047
2022-02-18,Smartwatch,Electronics,North,3,1890,492.31,2022,2,February,1,Friday,26.048148148148147
2023-09-30,Smartwatch,Electronics,East,5,2025,168.82,2023,9,September,3,Saturday,8.33679012345679
2023-09-04,Printer,Office,South,2,1960,312.06,2023,9,September,3,Monday,15.921428571428573
2022-07-07,Camera,Electronics,North,6,4410,893.27,2022,7,July,3,Thursday,20.255555555555556
2024-07-14,Keyboard,Accessories,West,8,8272,2391.88,2024,7,July,3,Sunday,28.91537717601548
2022-09-27,Smartwatch,Electronics,West,6,5712,638.29,2022,9,September,3,Tuesday,11.17454481792717
2024-04-20,Smartwatch,Electronics,North,6,1524,178.36,2024,4,April,2,Saturday,11.703412073490814
2024-05-24,Keyboard,Accessories,North,8,5160,1057.41,2024,5,May,2,Friday,20.49244186046512
2024-12-29,Mouse,Accessories,East,4,2956,451.6,2024,12,December,4,Sunday,15.277401894451964
2023-05-07,Smartphone,Electronics,West,8,7944,2257.73,2023,5,May,2,Sunday,28.42056898288016
2024-09-10,Camera,Electronics,North,5,1815,535.22,2024,9,September,3,Tuesday,29.488705234159777
2023-03-21,Headphones,Accessories,North,3,2706,546.97,2023,3,March,1,Tuesday,20.213229859571324
2023-05-05,Laptop,Electronics,North,2,1356,144.18,2023,5,May,2,Friday,10.632743362831858
2023-07-27,Printer,Office,South,6,6384,1189.19,2023,7,July,3,Thursday,18.62766290726817
2023-06-13,Smartwatch,Electronics,South,9,4248,964.12,2023,6,June,2,Tuesday,22.695856873822976
2024-05-02,Monitor,Accessories,North,6,3954,676.82,2024,5,May,2,Thursday,17.11734951947395
2024-04-21,Smartphone,Electronics,South,6,7110,739.6,2024,4,April,2,Sunday,10.40225035161744
2023-07-25,Headphones,Accessories,South,7,8113,995.03,2023,7,July,3,Tuesday,12.26463700234192
2023-01-26,Headphones,Accessories,North,3,1830,183.62,2023,1,January,1,Thursday,10.033879781420763
2023-01-11,Keyboard,Accessories,West,4,3732,671.19,2023,1,January,1,Wednesday,17.984726688102896
2024-09-27,Mouse,Accessories,West,6,4062,1087.17,2024,9,September,3,Friday,26.76440177252585
2024-12-03,Smartwatch,Electronics,North,1,496,93.31,2024,12,December,4,Tuesday,18.8125
2023-08-24,Smartwatch,Electronics,East,4,1104,84.31,2023,8,August,3,Thursday,7.636775362318842
2023-05-19,Smartphone,Electronics,West,3,2274,662.0,2023,5,May,2,Friday,29.11169744942832
2022-06-13,Smartwatch,Electronics,North,8,4456,1106.04,2022,6,June,2,Monday,24.821364452423698
2022-08-26,Mouse,Accessories,West,8,4928,1038.18,2022,8,August,3,Friday,21.06696428571429
2023-01-22,Smartphone,Electronics,North,4,1740,224.79,2023,1,January,1,Sunday,12.91896551724138
2022-08-08,Headphones,Accessories,North,2,178,31.46,2022,8,August,3,Monday,17.674157303370787
2023-11-19,Printer,Office,East,8,5296,1234.81,2023,11,November,4,Sunday,23.315898791540786
2023-06-28,Mouse,Accessories,North,4,4156,847.09,2023,6,June,2,Wednesday,20.38233878729548
2024-10-09,Printer,Office,North,1,624,106.92,2024,10,October,4,Wednesday,17.134615384615383
2022-09-04,Smartphone,Electronics,West,4,3892,1052.72,2022,9,September,3,Sunday,27.04830421377184
2024-07-18,Mouse,Accessories,South,9,1620,294.6,2024,7,July,3,Thursday,18.185185185185187
2022-09-22,Mouse,Accessories,West,3,2250,301.97,2022,9,September,3,Thursday,13.420888888888893
2024-07-31,Monitor,Accessories,West,2,1390,316.31,2024,7,July,3,Wednesday,22.75611510791367
2023-04-21,Camera,Electronics,South,5,5155,1325.16,2023,4,April,2,Friday,25.70630455868089
2022-07-09,Smartwatch,Electronics,North,5,1025,262.91,2022,7,July,3,Saturday,25.649756097560974
2024-07-31,Mouse,Accessories,South,3,1785,244.52,2024,7,July,3,Wednesday,13.69859943977591
2022-09-30,Smartwatch,Electronics,North,9,2952,605.85,2022,9,September,3,Friday,20.52337398373984
2024-12-25,Headphones,Accessories,East,1,773,181.52,2024,12,December,4,Wednesday,23.48253557567917
2023-03-30,Tablet,Electronics,North,8,1640,361.48,2023,3,March,1,Thursday,22.041463414634148
2023-10-02,Keyboard,Accessories,East,1,1017,69.33,2023,10,October,4,Monday,6.817109144542773
2022-05-23,Headphones,Accessories,East,4,1964,349.91,2022,5,May,2,Monday,17.816191446028515
2023-04-05,Mouse,Accessories,North,3,2994,638.59,2023,4,April,2,Wednesday,21.328991315965265
2023-10-08,Printer,Office,East,9,8046,2210.33,2023,10,October,4,Sunday,27.47116579666915
2022-05-22,Printer,Office,West,2,1874,271.5,2022,5,May,2,Sunday,14.487726787620064
2023-08-19,Mouse,Accessories,North,8,6008,871.76,2023,8,August,3,Saturday,14.509986684420772
2023-09-06,Camera,Electronics,East,8,7240,411.19,2023,9,September,3,Wednesday,5.679419889502762
2024-06-17,Monitor,Accessories,South,9,1188,348.31,2024,6,June,2,Monday,29.319023569023567
2024-12-22,Headphones,Accessories,North,9,2997,163.34,2024,12,December,4,Sunday,5.450116783450117
2023-02-02,Printer,Office,West,9,7524,2017.85,2023,2,February,1,Thursday,26.81884635832004
2022-10-13,Monitor,Accessories,North,5,3625,268.73,2022,10,October,4,Thursday,7.413241379310345
2024-03-31,Laptop,Electronics,East,8,6952,871.2,2024,3,March,1,Sunday,12.531645569620252
2023-05-29,Camera,Electronics,North,9,1053,283.58,2023,5,May,2,Monday,26.9306742640076
2024-12-21,Monitor,Accessories,North,9,6696,1224.22,2024,12,December,4,Saturday,18.282855436081245
2024-10-09,Headphones,Accessories,North,2,1420,93.59,2024,10,October,4,Wednesday,6.590845070422535
2023-12-29,Camera,Electronics,West,9,9972,2566.01,2023,12,December,4,Friday,25.73215002005616
2022-11-28,Laptop,Electronics,South,8,3136,494.26,2022,11,November,4,Monday,15.760841836734691
2023-02-10,Camera,Electronics,West,3,225,20.52,2023,2,February,1,Friday,9.12
2022-05-12,Mouse,Accessories,East,3,1662,375.04,2022,5,May,2,Thursday,22.56558363417569
2024-05-03,Printer,Office,West,4,500,85.96,2024,5,May,2,Friday,17.192
2022-08-02,Smartphone,Electronics,North,8,3168,747.33,2022,8,August,3,Tuesday,23.58996212121212
2023-12-31,Smartphone,Electronics,East,1,622,104.57,2023,12,December,4,Sunday,16.811897106109324
2022-04-03,Tablet,Electronics,North,3,1233,361.12,2022,4,April,2,Sunday,29.28791565287916
2024-01-19,Laptop,Electronics,West,3,573,116.14,2024,1,January,1,Friday,20.26876090750436
2022-02-18,Tablet,Electronics,South,1,702,129.34,2022,2,February,1,Friday,18.424501424501425
2024-05-14,Laptop,Electronics,South,8,4832,1261.06,2024,5,May,2,Tuesday,26.098096026490065
2023-01-17,Printer,Office,North,5,3765,670.8,2023,1,January,1,Tuesday,17.816733067729082
2024-05-05,Camera,Electronics,North,8,6928,1415.16,2024,5,May,2,Sunday,20.42667436489608
2023-02-01,Headphones,Accessories,West,7,1624,436.13,2023,2,February,1,Wednesday,26.855295566502463
2023-04-01,Headphones,Accessories,North,1,68,10.39,2023,4,April,2,Saturday,15.279411764705882
2023-06-04,Mouse,Accessories,North,1,651,187.99,2023,6,June,2,Sunday,28.87711213517665
2024-09-16,Printer,Office,North,7,6293,718.49,2024,9,September,3,Monday,11.417289051326872
2023-02-16,Keyboard,Accessories,West,2,1068,85.71,2023,2,February,1,Thursday,8.025280898876403
2023-10-17,Keyboard,Accessories,North,1,381,26.69,2023,10,October,4,Tuesday,7.005249343832021
2022-07-21,Printer,Office,South,2,2016,426.43,2022,7,July,3,Thursday,21.152281746031747
2024-02-10,Headphones,Accessories,West,2,1224,340.67,2024,2,February,1,Saturday,27.832516339869283
2022-10-23,Monitor,Accessories,South,5,2180,400.01,2022,10,October,4,Sunday,18.34908256880734
2024-09-12,Laptop,Electronics,North,9,2853,353.09,2024,9,September,3,Thursday,12.376095338240448
2022-10-04,Mouse,Accessories,South,1,272,45.33,2022,10,October,4,Tuesday,16.665441176470587
2022-03-14,Smartphone,Electronics,North,4,2640,183.23,2022,3,March,1,Monday,6.940530303030303
2024-04-26,Monitor,Accessories,North,2,488,129.02,2024,4,April,2,Friday,26.438524590163937
2023-11-10,Printer,Office,South,8,9184,1795.93,2023,11,November,4,Friday,19.55498693379791
2024-04-12,Tablet,Electronics,North,5,280,23.98,2024,4,April,2,Friday,8.564285714285715
2024-10-03,Keyboard,Accessories,East,3,2889,604.45,2024,10,October,4,Thursday,20.92246452059536
